x, y, z
-8.7038e+07,-3.4846e+07,3.1082e+27
-3.8962e+07,-5.7843e+07,3.7253e+27
3.8818e+07,7.1486e+07,5.4869e+27
1.7751e+07,-3.7315e+07,1.4712e+27
4.3461e+07,8.3834e+07,7.5003e+27
7.479e+07,-3.5073e+07,2.6285e+27
6.1065e+07,4.3961e+06,9.5156e+26
-8.0225e+07,-2.9647e+07,2.488e+27
-3.8617e+07,7.2344e+07,5.6065e+27
-3.8252e+07,8.7906e+07,8.0933e+27
2.8038e+07,6.0255e+07,3.8272e+27
-3.3183e+07,2.5807e+07,9.4126e+26
-5.6954e+07,9.9923e+07,1.0796e+28
-9.632e+07,-5.7123e+07,5.5824e+27
7.2597e+07,-3.2888e+07,2.3992e+27
-7.7759e+07,9.2359e+07,1.0042e+28
-4.9586e+07,1.9121e+06,6.1835e+26
9.8494e+07,-9.1156e+07,1.0735e+28
6.5575e+07,-1.9079e+07,1.439e+27
-5.0989e+07,-1.6256e+07,9.1423e+26
-8.929e+07,-2.1587e+06,1.9978e+27
-5.7359e+07,-5.0877e+07,3.411e+27
2.8496e+07,-1.5119e+07,4.3158e+26
5.3235e+07,9.7332e+07,1.0182e+28
5.0204e+07,-7.7155e+07,6.583e+27
-8.8813e+07,4.2702e+07,3.7954e+27
2.373e+07,4.5912e+07,2.2487e+27
-3.0736e+07,9.436e+07,9.1399e+27
-6.3631e+07,4.8466e+06,1.0357e+27
-1.6187e+07,-1.6931e+06,6.837e+25
-4.425e+07,8.7887e+07,8.2137e+27
-9.0157e+07,-8.5912e+07,9.413e+27
6.6757e+07,6.9751e+07,5.9794e+27
6.2761e+07,6.3108e+07,4.9673e+27
-3.0609e+07,-2.0366e+07,6.4902e+26
5.0351e+07,8.723e+07,8.2429e+27
-9.6172e+07,-6.8572e+07,7.0144e+27
4.3699e+07,-7.8035e+07,6.5668e+27
-7.181e+07,-5.0583e+06,1.3148e+27
3.1109e+07,-8.2463e+07,7.042e+27
-1.2956e+07,-3.6469e+07,1.372e+27
5.3603e+07,-2.7794e+07,1.4908e+27
-5.8118e+07,6.6436e+07,5.2581e+27
-3.2441e+07,-6.4604e+07,4.4367e+27
1.3157e+06,1.4573e+07,2.128e+26
-4.176e+07,6.9695e+07,5.2934e+27
3.4327e+07,-9.256e+07,8.862e+27
-9.4927e+07,2.0886e+07,2.689e+27
-3.5237e+07,-2.6879e+07,1.0329e+27
-8.1421e+07,-6.219e+07,5.5249e+27
-6.3155e+07,1.5395e+07,1.2341e+27
6.5874e+07,-5.2528e+07,3.8441e+27
-8.4769e+07,-6.5526e+07,6.0901e+27
4.3135e+06,-6.3223e+07,4.0017e+27
9.6813e+07,-6.9978e+07,7.2401e+27
-1.5152e+07,-4.3891e+07,1.9838e+27
2.7165e+07,-8.019e+07,6.6149e+27
-1.2886e+07,1.8037e+07,3.6686e+26
1.0566e+07,-3.8231e+07,1.4896e+27
5.6978e+07,8.404e+07,7.8743e+27
-6.7499e+07,-7.0378e+07,6.0921e+27
1.6568e+07,8.1789e+07,6.758e+27
1.4084e+07,-2.8142e+07,8.4154e+26
-6.8997e+07,9.0311e+07,9.3462e+27
-5.0223e+07,-6.9111e+07,5.4069e+27
-6.0389e+07,4.804e+07,3.2196e+27
-4.2642e+07,-1.7936e+07,7.7629e+26
1.5544e+07,-4.8052e+07,2.3694e+27
1.5145e+07,-5.1311e+07,2.6902e+27
5.442e+07,-9.2399e+07,9.2779e+27
-1.8039e+07,-2.1178e+06,8.5833e+25
3.3381e+07,-3.6475e+07,1.609e+27
7.3663e+07,5.8526e+07,4.7819e+27
-3.4097e+07,-3.9863e+07,1.8797e+27
-8.929e+07,-4.4797e+07,3.9999e+27
5.8809e+07,-2.167e+07,1.3342e+27
2.8676e+07,7.6434e+07,6.0477e+27
-1.0795e+07,1.8362e+07,3.6628e+26
-9.7316e+07,-5.5431e+07,5.4402e+27
-2.302e+07,3.4964e+07,1.355e+27
-8.964e+07,2.8528e+07,2.8227e+27
6.1062e+06,2.673e+07,7.2383e+26
-5.8097e+07,3.0698e+07,1.7862e+27
-4.5247e+07,7.2229e+07,5.7288e+27
-5.7612e+07,-5.4783e+07,3.8309e+27
-3.4657e+07,-3.4931e+07,1.5205e+27
-9.9991e+07,-6.0494e+07,6.1591e+27
-4.6639e+07,3.9358e+07,2.0928e+27
9.0025e+07,8.9384e+07,1.0016e+28
-1.6427e+07,8.746e+07,7.7167e+27
8.9819e+06,1.6864e+06,2.3013e+25
2.216e+07,-8.7612e+07,7.7987e+27
-8.9944e+07,-2.0797e+07,2.455e+27
-7.5675e+07,-4.5578e+07,3.5091e+27
1.2593e+06,5.8367e+07,3.4071e+27
1.9485e+07,5.2909e+07,2.8943e+27
-4.5176e+07,-6.2773e+07,4.4507e+27
-9.417e+07,5.3533e+07,5.0828e+27
7.6135e+07,-1.8745e+07,1.8005e+27
8.2334e+07,6.8941e+06,1.7422e+27
-8.1903e+07,8.9835e+07,9.7474e+27
1.9862e+07,5.033e+07,2.6318e+27
3.7633e+07,3.0331e+05,3.5415e+26
-8.8477e+07,1.3599e+07,2.142e+27
-8.3078e+07,3.6628e+07,3.0671e+27
-3.3337e+07,6.1625e+06,3.1581e+26
1.8115e+07,5.8262e+07,3.4764e+27
8.5734e+07,-3.9264e+07,3.3792e+27
-7.8915e+07,9.099e+07,9.8361e+27
-2.2125e+07,3.9798e+07,1.7063e+27
5.0929e+07,-8.3432e+07,7.6093e+27
5.7966e+07,8.7226e+07,8.4484e+27
-9.7971e+07,8.0903e+07,8.9449e+27
1.191e+07,-6.2149e+07,3.898e+27
-3.7939e+06,1.7037e+07,2.9387e+26
-3.9262e+07,-8.9477e+07,8.3915e+27
9.8157e+07,-9.4502e+07,1.1339e+28
2.3074e+07,3.8757e+07,1.6352e+27
6.7145e+07,-4.9378e+07,3.5653e+27
-8.0471e+06,5.2301e+06,4.3543e+25
2.6484e+07,-6.9194e+07,4.9632e+27
6.8852e+07,2.0527e+07,1.6065e+27
3.4204e+07,2.3198e+07,8.3064e+26
-7.0625e+07,8.1852e+07,7.9467e+27
-6.3954e+07,8.2404e+07,7.813e+27
8.2212e+07,-6.4634e+07,5.8673e+27
2.8932e+07,9.1262e+07,8.538e+27
8.2494e+07,-4.4085e+07,3.6448e+27
1.0693e+07,9.7988e+07,9.6302e+27
5.3619e+07,8.7438e+07,8.3641e+27
-9.1231e+07,8.2009e+07,8.8062e+27
-3.4438e+07,-7.596e+06,3.5419e+26
8.4336e+07,4.6556e+07,3.9456e+27
1.638e+07,3.7467e+07,1.4708e+27
4.4222e+07,6.6107e+07,4.8591e+27
2.3434e+07,-9.8165e+07,9.7736e+27
5.1844e+07,-2.5149e+07,1.3044e+27
8.4303e+07,-8.8252e+07,9.5652e+27
4.7938e+07,5.4413e+07,3.5353e+27
-5.8409e+07,-9.7363e+07,1.0332e+28
8.1963e+07,4.6878e+07,3.8771e+27
8.1678e+06,8.9907e+07,8.1e+27
3.0585e+07,9.1799e+07,8.6609e+27
-3.7845e+06,-4.3489e+07,1.8949e+27
1.2686e+07,-8.1811e+07,6.7333e+27
6.549e+07,-3.2045e+07,2.0991e+27
1.7664e+07,1.6684e+06,8.0788e+25
-5.9935e+06,4.2103e+07,1.7816e+27
1.6818e+07,-6.457e+07,4.24e+27
-6.1577e+07,-5.9111e+07,4.442e+27
9.2114e+07,-5.742e+07,5.4183e+27
-1.8348e+07,7.0221e+07,5.0151e+27
6.415e+07,2.2074e+07,1.5161e+27
-3.2029e+07,-6.9208e+07,5.0461e+27
-9.0941e+07,9.4461e+07,1.099e+28
6.8142e+07,1.671e+07,1.4401e+27
-7.3797e+07,-4.6136e+06,1.3828e+27
-9.6543e+07,3.9007e+07,3.8517e+27
-6.461e+07,9.1783e+07,9.4677e+27
-1.5877e+07,2.9288e+07,9.2079e+26
-6.9964e+07,-4.4659e+07,3.2182e+27
-5.318e+07,-6.0089e+06,7.4314e+26
-7.6968e+07,-7.4483e+07,7.0288e+27
-4.1373e+07,5.3621e+07,3.3031e+27
5.2875e+07,3.0307e+07,1.6175e+27
-8.5132e+07,8.1897e+07,8.519e+27
2.5671e+07,2.0874e+07,6.0047e+26
-6.7832e+07,-3.248e+07,2.2052e+27
8.7814e+07,6.3656e+06,1.9683e+27
-9.6031e+07,2.9424e+07,3.1713e+27
-3.1048e+07,6.9857e+07,5.121e+27
-7.6846e+07,3.9408e+07,3.0293e+27
5.6358e+07,7.3623e+07,6.2144e+27
5.1581e+07,-8.8415e+07,8.4824e+27
-4.5169e+06,-4.3888e+06,2.4362e+25
-9.3635e+07,-1.8446e+07,2.5321e+27
4.7043e+07,-3.6997e+07,1.922e+27
2.591e+07,8.3068e+07,7.0681e+27
-6.7991e+07,6.361e+07,5.2019e+27
2.4336e+07,6.632e+07,4.5464e+27
7.9021e+07,-7.2059e+07,6.7536e+27
4.6211e+07,1.6476e+07,8.0533e+26
-8.9927e+07,9.8141e+07,1.1653e+28
-6.911e+07,3.8474e+06,1.2088e+27
1.3308e+07,7.7071e+07,5.9842e+27
-9.1806e+07,1.9171e+07,2.4746e+27
-1.6516e+07,-9.6559e+07,9.3918e+27
-9.2652e+07,-8.8007e+07,9.8914e+27
8.7028e+07,-9.4944e+07,1.0908e+28
9.8428e+07,1.0016e+07,2.5223e+27
1.0026e+07,5.6287e+07,3.1934e+27
6.3384e+07,4.508e+07,3.0365e+27
-2.617e+07,3.1649e+07,1.1728e+27
-4.4496e+07,-6.7162e+07,5.0057e+27
-5.3191e+07,-2.4641e+07,1.3145e+27
8.3014e+07,-9.145e+07,1.0086e+28
6.1801e+07,6.4493e+06,9.9642e+26
2.2881e+07,4.1784e+07,1.8768e+27
6.0784e+07,3.9705e+07,2.5001e+27
5.5733e+07,1.2968e+07,9.4473e+26
-3.1352e+06,3.7855e+07,1.4354e+27
-7.4522e+07,-5.0993e+07,3.9886e+27
-9.4891e+07,-4.7932e+07,4.5485e+27
8.5346e+07,-7.0756e+07,6.8274e+27
-7.6414e+07,-5.7635e+07,4.7816e+27
2.7848e+07,9.4245e+07,9.076e+27
1.0739e+06,8.6347e+06,7.4847e+25
-1.9064e+07,8.9652e+07,8.1284e+27
-7.0787e+07,-4.807e+07,3.5634e+27
-6.3683e+07,1.7522e+07,1.3209e+27
2.0012e+07,2.6382e+07,7.9612e+26
6.8812e+07,1.0492e+07,1.2938e+27
6.9231e+06,-2.8981e+07,8.5185e+26
-3.6472e+07,3.7705e+07,1.7542e+27
5.0724e+07,-7.4395e+07,6.1778e+27
-6.4134e+07,3.3096e+07,2.1236e+27
1.27e+07,5.8937e+07,3.5139e+27
2.9551e+07,8.8581e+07,8.0649e+27
5.4381e+07,-8.4211e+07,7.8309e+27
6.9164e+07,-2.8684e+06,1.2041e+27
6.6099e+07,-9.1373e+07,9.4414e+27
-1.4335e+07,3.8431e+07,1.5283e+27
-6.6875e+07,2.7784e+07,1.89e+27
8.9549e+06,-1.4701e+07,2.3618e+26
7.6874e+07,8.7027e+07,9.0512e+27
4.2361e+07,3.9657e+07,2.0213e+27
1.1274e+07,-7.0132e+07,4.9503e+27
2.9047e+07,-6.5352e+06,2.5364e+26
-9.3463e+07,1.0307e+07,2.2901e+27
-6.0632e+07,2.1115e+07,1.3649e+27
8.0171e+07,8.3717e+06,1.6769e+27
-6.2995e+07,-8.8297e+07,8.7884e+27
-7.4901e+07,-8.4348e+07,8.5171e+27
9.6351e+07,-4.6169e+07,4.4524e+27
-5.2456e+07,-1.9121e+07,1.0535e+27
8.7744e+07,1.2441e+07,2.0795e+27
-1.0012e+07,20869,2.5058e+25
2.3665e+07,1.0662e+07,2.5368e+26
2.9478e+07,-1.7379e+07,5.1927e+26
-2.1639e+07,-1.3902e+07,3.1032e+26
9.5984e+07,1.3048e+07,2.4735e+27
-1.1133e+07,9.5695e+07,9.1886e+27
6.1536e+07,7.973e+07,7.3035e+27
9.3927e+07,5.5264e+07,5.2596e+27
1.6705e+07,-6.3445e+07,4.095e+27
2.9628e+07,-9.4503e+07,9.1503e+27
2.2267e+07,-1.5978e+07,3.7926e+26
2.8591e+07,5.2591e+07,2.9702e+27
6.61e+07,2.2128e+07,1.5819e+27
-8.7816e+07,-8.4213e+07,9.0197e+27
-4.3521e+07,-4.1761e+07,2.2175e+27
-4.7873e+07,-5.4519e+07,3.5453e+27
9.9176e+07,-2.1053e+07,2.9022e+27
3.2644e+07,8.3931e+07,7.3109e+27
6.358e+07,-2.4015e+07,1.5873e+27
-4.5714e+07,2.4553e+07,1.1253e+27
-4.1616e+07,6.8681e+07,5.15e+27
1.9959e+07,-6.3645e+07,4.1502e+27
1.9596e+07,1.5847e+07,3.4712e+26
-3.1425e+07,7.4662e+07,5.8213e+27
-4.6513e+07,-7.8214e+07,6.6584e+27
-7.9234e+07,-7.5442e+07,7.261e+27
-6.6578e+07,-3.3093e+07,2.2033e+27
-5.2818e+07,8.6629e+07,8.202e+27
9.0166e+07,-2.5243e+06,2.0388e+27
1.6444e+07,-7.6007e+07,5.8446e+27
-2.1813e+07,-1.7261e+07,4.169e+26
-2.437e+05,-5.2394e+07,2.7451e+27
-1.6627e+07,7.5171e+07,5.7198e+27
-6.9561e+07,6.1265e+06,1.2472e+27
4.2362e+07,3.8323e+07,1.9173e+27
-7.8996e+07,-1.1888e+06,1.5615e+27
-8.6587e+07,4.8995e+07,4.2748e+27
8.8733e+07,-9.6818e+07,1.1342e+28
5.8602e+07,-1.9316e+07,1.2316e+27
7.3258e+07,4.2496e+07,3.1476e+27
-2.1203e+07,-8.6633e+07,7.6177e+27
-8.6734e+06,-8.6754e+07,7.5451e+27
3.3755e+07,8.1083e+07,6.8593e+27
-4.8237e+06,1.4712e+07,2.2227e+26
5.6036e+07,9.634e+07,1.0066e+28
6.9205e+07,7.457e+07,6.758e+27
6.3157e+07,2.3809e+07,1.5641e+27
-6.0404e+07,-9.0655e+06,9.9435e+26
-7.8153e+07,6.2352e+07,5.4148e+27
4.2852e+07,5.5364e+07,3.5242e+27
-1.4323e+07,-9.4666e+07,9.0129e+27
9.4365e+07,-9.1551e+07,1.0608e+28
7.2328e+07,-6.0699e+07,4.9922e+27
-2.1955e+07,-8.4751e+07,7.3033e+27
7.7009e+07,1.1445e+07,1.6136e+27
3.4915e+07,-3.7948e+07,1.7448e+27
-7.8874e+07,-3.1428e+07,2.543e+27
1.5457e+07,1.8231e+07,3.9209e+26
3.0862e+07,-9.8501e+07,9.9406e+27
9.3221e+07,-4.8405e+07,4.5156e+27
-6.0667e+07,4.1944e+07,2.6794e+27
-1.7982e+07,-2.8639e+07,9.0101e+26
-4.6289e+06,4.2826e+06,2.3697e+25
1.6221e+06,-7.4289e+07,5.5195e+27
2.5672e+07,9.0233e+07,8.3067e+27
-2.2378e+07,-3.7029e+07,1.4964e+27
-9.0527e+07,2.4569e+07,2.6524e+27
6.8891e+07,-2.9622e+07,2.064e+27
3.3135e+07,7.7225e+07,6.2382e+27
-7.604e+07,7.9085e+06,1.5081e+27
1.675e+07,-7.9276e+07,6.3549e+27
4.1168e+07,1.4449e+07,6.3248e+26
-2.4287e+07,-4.9292e+07,2.5772e+27
6.329e+07,-1.9016e+07,1.363e+27
2.77e+07,-5.6248e+07,3.3556e+27
8.6267e+07,-2.8106e+07,2.6505e+27
-9.8995e+06,-2.3883e+07,5.9488e+26
-2.4009e+07,5.1471e+07,2.7933e+27
-6.5159e+07,6.7396e+07,5.6036e+27
-3.1429e+07,-5.517e+06,2.7738e+26
-6.4694e+06,-6.3227e+07,4.0081e+27
-3.9325e+07,9.7448e+07,9.8827e+27
8.293e+07,9.2885e+07,1.0347e+28
-1.1809e+07,3.8788e+06,4.9908e+25
3.7195e+07,4.6533e+07,2.5112e+27
-2.1849e+07,-7.2359e+07,5.3551e+27
5.3528e+07,-4.0443e+07,2.3519e+27
-5.7406e+07,-5.2939e+07,3.6264e+27
3.7437e+07,-6.1783e+07,4.1675e+27
3.5845e+07,-9.8912e+07,1.0105e+28
7.5081e+07,5.1749e+07,4.0872e+27
9.944e+06,7.7251e+07,5.9924e+27
-7.5309e+07,1.4984e+07,1.6424e+27
-3.0707e+07,-8.7506e+07,7.8931e+27
-2.2933e+07,-6.73e+07,4.6608e+27
-8.7605e+07,4.6668e+07,4.0966e+27
6.3542e+07,1.6078e+07,1.2679e+27
9.6235e+07,-6.5024e+07,6.5434e+27
-2.954e+07,8.0667e+07,6.7253e+27
-8.3869e+07,-9.0363e+06,1.8402e+27
6.1151e+07,4.4615e+07,2.9254e+27
-6.9019e+07,9.6146e+07,1.0435e+28
-2.4e+07,-1.1819e+07,2.8369e+26
9.6534e+07,-3.2789e+07,3.4048e+27
-4.5886e+07,1.9437e+07,9.0419e+26
-5.4665e+07,4.3008e+07,2.5967e+27
2.9602e+07,9.6502e+07,9.5316e+27
8.717e+06,-1.0286e+07,1.2479e+26
-7.2433e+06,7.2571e+07,5.2796e+27
5.6028e+07,9.0391e+07,8.9554e+27
2.838e+07,-6.2182e+07,4.0679e+27
-2.8903e+07,-8.7501e+07,7.8652e+27
-2.378e+07,-3.4359e+07,1.3219e+27
-6.1367e+07,8.3656e+07,7.9398e+27
-3.2621e+07,3.1561e+07,1.2621e+27
2.5433e+07,6.4207e+07,4.2843e+27
7.4832e+06,-3.0971e+07,9.7321e+26
8.4061e+07,7.8087e+07,7.8641e+27
4.205e+07,-3.2224e+07,1.4804e+27
7.2459e+06,-9.3022e+07,8.6663e+27
2.8654e+07,-7.6494e+07,6.0566e+27
-2.3057e+07,2.1893e+07,6.1223e+26
-7.2622e+07,3.2806e+07,2.3948e+27
9.0806e+07,-4.171e+07,3.8012e+27
-4.4497e+07,5.2454e+07,3.2464e+27
4.5696e+07,8.5745e+07,7.8743e+27
-8.1132e+07,2.7323e+07,2.3921e+27
-5.3946e+07,-4.8013e+07,3.0327e+27
7.9821e+07,-1.8654e+07,1.9408e+27
3.9148e+07,7.6811e+07,6.283e+27
9.1143e+05,-7.8988e+07,6.2393e+27
-6.5491e+07,9.3093e+07,9.7387e+27
6.3221e+07,-9.5389e+07,1.0098e+28
7.7914e+06,-6.4528e+07,4.1791e+27
2.6601e+06,3.9652e+07,1.5741e+27
1.7447e+07,-7.7619e+07,6.1007e+27
-1.9933e+07,3.1359e+07,1.0827e+27
-9.207e+07,-7.6724e+07,8.0058e+27
-7.9024e+07,7.8897e+07,7.7859e+27
2.0949e+07,-8.9554e+07,8.1296e+27
-8.5049e+07,6.8884e+07,6.5534e+27
-1.3908e+07,6.1941e+06,8.6723e+25
6.8504e+07,-2.0167e+07,1.5799e+27
6.5271e+07,1.3534e+06,1.0669e+27
-2.1197e+07,2.8837e+07,9.439e+26
-6.6657e+07,-9.8374e+07,1.0788e+28
-8.9384e+06,3.3804e+07,1.1627e+27
-9.0522e+07,-5.8399e+07,5.459e+27
-2.298e+07,6.946e+07,4.9567e+27
1.2272e+07,5.6957e+06,7.009e+25
6.6099e+07,4.3783e+07,3.0093e+27
2.5187e+07,-9.357e+07,8.914e+27
-7.9932e+07,-6.9586e+07,6.4394e+27
2.0605e+07,-9.7581e+06,2.0136e+26
-2.0373e+07,-7.1683e+07,5.2422e+27
-3.2939e+07,4.0968e+07,1.9497e+27
7.3451e+07,-4.1268e+07,3.0518e+27
9.9546e+07,-7.5937e+07,8.2438e+27
2.8714e+07,3.8335e+06,2.2082e+26
4.507e+07,3.395e+07,1.6604e+27
2.5502e+06,3.9991e+07,1.6009e+27
6.5661e+07,-6.8064e+07,5.7105e+27
2.3451e+07,-1.8857e+07,4.9309e+26
9.3924e+07,7.6641e+07,8.0792e+27
-4.0107e+07,-7.8241e+07,6.5239e+27
6.9146e+07,9.775e+07,1.075e+28
9.4488e+06,2.3767e+07,5.8721e+26
-9.1666e+07,8.0589e+07,8.5953e+27
-8.1968e+07,-1.7589e+07,1.9891e+27
9.7578e+07,7.9126e+06,2.443e+27
-5.3781e+07,-2.3751e+07,1.2872e+27
-7.3708e+07,-2.3895e+07,1.9292e+27
-4.5721e+07,2.995e+07,1.4196e+27
-8.2055e+07,-7.9323e+07,7.9754e+27
-8.9717e+07,6.2347e+06,2.0511e+27
-1.3659e+07,-9.8189e+07,9.6877e+27
4.1543e+07,-6.6206e+06,4.7528e+26
8.5235e+07,6.2459e+07,5.7173e+27
7.9811e+07,-5.7621e+07,4.9127e+27
-3.4839e+07,5.2187e+07,3.0269e+27
-6.3649e+07,8.0735e+05,1.0135e+27
5.5798e+07,8.8642e+06,8.5694e+26
2.7883e+07,1.1897e+07,3.3591e+26
1.0393e+07,-4.9292e+07,2.4567e+27
1.3327e+07,-6.2015e+07,3.8902e+27
5.2166e+07,4.5723e+07,2.771e+27
2.5158e+07,-4.1113e+06,1.7513e+26
-4.2896e+07,-8.4109e+07,7.5343e+27
-5.226e+07,9.1109e+07,8.9836e+27
-1.5595e+07,5.0182e+07,2.579e+27
-8.2819e+07,-4.6245e+07,3.8533e+27
4.7768e+07,-4.4338e+07,2.5363e+27
-4.0699e+07,8.6494e+07,7.8953e+27
-2.9543e+07,-3.8583e+06,2.3308e+26
1.0616e+07,3.6873e+07,1.3878e+27
-5.2467e+07,5.4435e+07,3.6514e+27
-6.7355e+07,-5.3246e+07,3.9693e+27
-2.5304e+07,-6.3786e+07,4.2287e+27
7.399e+07,-7.6945e+07,7.2891e+27
-95176,4.0198e+07,1.6158e+27
-3.4274e+07,4.9315e+07,2.7256e+27
1.7034e+07,-8.3591e+07,7.0601e+27
-9.113e+07,-1.4419e+07,2.2841e+27
8.8832e+07,6.3515e+07,6.007e+27
7.905e+07,8.7343e+07,9.191e+27
7.6281e+07,3.5679e+06,1.4674e+27
-2.8977e+07,8.5202e+06,2.8251e+26
1.1482e+07,1.2302e+07,1.843e+26
2.9841e+07,9.5934e+07,9.4259e+27
5.6313e+07,-3.9036e+07,2.3166e+27
-9.8933e+07,-2.5283e+07,3.0861e+27
4.248e+07,-3.8212e+07,1.9113e+27
-9.3222e+07,-9.7051e+07,1.1591e+28
6.5603e+07,-6.0415e+07,4.7259e+27
4.2214e+07,-6.6564e+07,4.8763e+27
-1.3157e+06,-3.1971e+07,1.0226e+27
-9.796e+07,7.457e+07,7.9597e+27
1.5379e+07,-5.1306e+07,2.6914e+27
-7.155e+07,-8.8251e+07,9.068e+27
-7.7407e+07,9.7862e+07,1.1075e+28
-6.1392e+07,8.3437e+06,1.0119e+27
4.9254e+07,3.0102e+07,1.5126e+27
-5.6536e+07,1.1897e+07,9.4062e+26
-7.6661e+07,-5.3018e+07,4.2801e+27
4.087e+07,9.4529e+06,5.0695e+26
6.8775e+07,-9.4284e+07,1.0072e+28
-3.4949e+06,1.2144e+07,1.5053e+26
-8.2058e+07,-1.2762e+06,1.685e+27
6.3985e+07,7.85e+07,7.1858e+27
-4.0125e+07,1.4949e+07,6.2598e+26
-5.971e+07,-3.1354e+07,1.8744e+27
1.7272e+07,-7.9754e+07,6.4352e+27
-3.5135e+06,-2.0339e+06,7.2229e+24
7.2149e+07,7.3822e+06,1.3559e+27
5.9344e+07,-7.2279e+06,9.3267e+26
6.455e+07,-9.4109e+07,9.8982e+27
4.2821e+07,2.2488e+07,9.6412e+26
5.1626e+07,-5.8336e+07,4.0695e+27
1.5594e+07,4.7466e+07,2.3138e+27
9.619e+07,2.843e+07,3.1214e+27
1.2729e+07,9.4246e+07,8.9228e+27
-7.7416e+07,-1.5925e+07,1.7519e+27
-3.7257e+07,7.3175e+07,5.7016e+27
1.6457e+07,1.6818e+07,3.5057e+26
3.8851e+07,3.2867e+07,1.4576e+27
-6.096e+06,-6.2825e+06,4.876e+25
-6.9258e+06,-5.2269e+07,2.7441e+27
-6.8653e+07,-9.2326e+07,9.7025e+27
8.3314e+07,7.0224e+07,6.6667e+27
4.4331e+07,-8.3582e+07,7.4773e+27
1.1902e+07,-4.4597e+07,2.0243e+27
-6.3333e+07,-2.1849e+07,1.4801e+27
4.1393e+07,-5.311e+07,3.249e+27
1.6924e+07,1.2976e+07,2.3998e+26
-7.1243e+06,5.2146e+07,2.7319e+27
-3.3242e+07,3.25e+07,1.3325e+27
1.189e+07,6.8064e+07,4.6681e+27
-8.1198e+07,9.9659e+07,1.158e+28
5.8089e+07,1.2873e+06,8.4524e+26
2.1839e+06,3.3134e+06,1.2171e+25
-6.1972e+07,-2.1197e+07,1.4094e+27
2.9308e+07,6.2017e+07,4.0608e+27
8.6625e+07,-7.9159e+07,8.1422e+27
-6.0376e+07,-7.9188e+07,7.1821e+27
8.1457e+07,9.0559e+07,9.8598e+27
-1.8703e+07,-3.9486e+07,1.6466e+27
2.6527e+06,-3.1217e+07,9.7627e+26
2.1064e+07,9.1132e+07,8.416e+27
5.9525e+07,-3.9117e+07,2.4159e+27
-5.9854e+07,1.2388e+07,1.0491e+27
-4.246e+07,-7.8223e+07,6.5695e+27
6.5684e+07,-8.685e+07,8.6215e+27
8.1007e+07,2.0443e+07,2.0584e+27
4.6288e+07,2.6413e+07,1.2333e+27
-4.6336e+07,5.1908e+07,3.2312e+27
-5.6051e+06,1.3774e+07,1.9757e+26
-8.4232e+07,-3.5486e+07,3.0331e+27
-9.8215e+07,-7.9685e+07,8.7613e+27
1.1666e+07,-2.696e+07,7.6088e+26
9.1157e+07,-2.488e+07,2.6964e+27
-9.3088e+07,9.081e+07,1.0413e+28
-8.6972e+07,-5.8083e+07,5.2647e+27
1.5786e+07,-5.3238e+07,2.8966e+27
-4.6198e+07,7.5599e+07,6.2488e+27
-4.158e+06,9.4513e+07,8.9369e+27
-3.7277e+07,2.1361e+07,8.0369e+26
7.4456e+07,6.2038e+07,5.2346e+27
-1.8596e+07,3.2414e+07,1.1371e+27
-7.8265e+07,8.4625e+06,1.603e+27
-4.5953e+06,-7.6296e+07,5.8263e+27
9.6449e+07,8.8221e+06,2.4034e+27
-8.6624e+07,-8.0136e+07,8.2977e+27
7.045e+07,4.9168e+07,3.6583e+27
9.711e+07,-4.3821e+07,4.2779e+27
-5.649e+07,5.3339e+06,8.2623e+26
-9.1034e+07,-5.7092e+07,5.3312e+27
9.6022e+07,3.7006e+07,3.6745e+27
-8.6985e+06,2.1929e+07,4.998e+26
-8.8826e+07,-9.2798e+07,1.0584e+28
7.6935e+07,3.5673e+07,2.7523e+27
-6.6538e+07,1.8684e+07,1.4559e+27
5.6836e+07,7.5782e+07,6.5505e+27
-7.285e+07,-8.4293e+07,8.4321e+27
-5.0998e+07,-7.5024e+07,6.2788e+27
8.2997e+07,-5.6211e+07,4.8818e+27
-3.6942e+07,3.4501e+06,3.5308e+26
-2.3653e+07,-1.0378e+07,2.4756e+26
-6.9441e+07,8.2318e+07,7.9817e+27
-9.4788e+06,-5.2785e+07,2.8087e+27
8.927e+07,-3.2646e+05,1.9924e+27
2.6745e+07,-8.8061e+07,7.9337e+27
1.6264e+07,8.847e+07,7.893e+27
-7.7432e+07,8.7845e+06,1.5761e+27
2.8814e+07,7.4893e+07,5.8165e+27
-1.5859e+07,-3.5343e+07,1.312e+27
8.0384e+07,8.1701e+07,8.2904e+27
5.726e+07,-9.6916e+07,1.0212e+28
8.5031e+07,-3.8082e+07,3.2578e+27
-3.2483e+07,-6.8828e+07,5.0011e+27
4.4019e+07,6.144e+07,4.2593e+27
6.4744e+07,-6.8104e+07,5.6861e+27
-6.4861e+06,-6.4084e+07,4.1173e+27
-3.226e+07,-7.9849e+07,6.6361e+27
8.4067e+07,-9.9661e+06,1.8661e+27
8.7518e+07,3.5772e+07,3.1945e+27
3.4256e+07,2.8009e+06,3.0121e+26
-7.2199e+07,-1.7964e+07,1.6259e+27
8.5792e+07,-8.7658e+07,9.5241e+27
5.7402e+07,-2.6387e+07,1.52e+27
-8.0253e+06,-5.4813e+07,3.0205e+27
-9.8038e+07,2.6342e+07,3.0967e+27
